G文件,环网柜序号,矩形框XML ID,环网柜名称,环网柜类型,类型识别来源,图内文字类型,devref类型,类型交叉校验,柜型校验状态,柜型交叉校验说明,是否智能,智能标识,状态,说明,数据库记录数,数据库是否唯一,环网柜ID,G图设备数,数据库唯一匹配设备数,环网柜设备是否完整,已正确关联设备数,未关联设备数,关联错误设备数,RMU可关联,RMU级关联阻断原因,设备级阻断原因,G图元匹配问题,数据库匹配问题
JED-NTH-ABH.sln.pic.g,198,2000871,30901,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578315,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,199,2001924,39087,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578429,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,200,2000781,30818,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578290,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,201,2000811,30828,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578294,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,202,2002451,30886,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578311,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,203,2000232,43269,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625992,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,204,2002017,39092,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578434,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,205,2000236,20843,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578279,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,206,2000774,33344,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578495,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,207,2000129,41577,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578365,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,208,2001131,36813,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578360,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,209,2000862,36236,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625971,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,210,2000461,42548,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578273,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,211,2000265,39500,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578270,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,212,2001172,33365,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578483,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,213,2000316,31714,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578440,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,214,2000241,37038,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578445,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,215,2001046,33348,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578477,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,216,2000979,38105,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578266,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,217,2002454,30839,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578327,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,218,2000328,43443,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578230,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,219,2000312,39786,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578245,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,220,2000297,22522,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,"SMART, SMR",PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625904,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,221,2000406,38222,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578244,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,222,2000716,30849,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578300,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,223,2002457,30817,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578322,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,224,2000913,40228,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578248,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,225,2000278,17224,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578369,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,226,2000851,39841,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570583751,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,227,2001865,39086,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578428,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,228,2001958,39093,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMR,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625981,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,229,2000267,15134,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578277,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,230,2000270,33836,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578357,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,231,2000776,33390,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625958,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,232,2000160,32010,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578351,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,233,2001057,30853,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578302,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,234,2001026,30867,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625937,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,235,2000967,30877,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578309,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,236,2000997,30824,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578292,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,237,2000938,30898,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578314,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,238,2000299,24481,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625907,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,239,2000493,35194,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578262,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,240,2001174,33350,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625952,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,241,2002455,30911,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMR,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625944,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,242,2000549,30905,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMR,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625942,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,243,2000948,26370,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578252,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,244,2001076,33349,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578478,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,245,2000344,26772,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625919,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,246,2000375,25925,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578240,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,247,2000944,26746,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578241,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,248,2000307,17225,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578370,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,249,2001834,39085,3L,TEXT_YQ,3L,3L,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625980,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,250,2002471,38112,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625976,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,251,2000301,29776,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578343,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,252,2000195,33284,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625948,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,253,2001276,30907,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625943,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,254,2002083,39090,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578432,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,255,2000487,30896,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578336,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,256,2000298,30826,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578324,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,257,2001246,30891,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578312,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,258,2001119,30872,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578306,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,259,2001214,30830,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625931,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,260,2001090,30821,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578291,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,261,2001150,30883,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578310,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,262,2001045,36361,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625973,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,263,2001770,17231,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578375,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,264,2000338,24674,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625908,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,265,2000918,33165,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578460,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,266,2000426,30873,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625939,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,267,2002112,39091,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578433,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,268,2000429,30859,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMR,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625936,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,269,2002456,30864,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578331,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,270,2000362,30833,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578326,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,271,2000479,31139,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578421,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,272,2001320,30840,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625934,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,273,2001077,38247,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578268,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,274,2001799,17229,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578373,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,275,2000635,31041,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578391,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,276,2000747,31126,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578413,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,277,2000688,31129,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578416,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,278,2000718,31127,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578414,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,279,2000659,31128,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578415,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,280,2002469,32937,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578459,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,281,2000379,24897,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625911,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,282,2001479,30851,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578301,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,283,2001386,30875,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578308,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,284,2001447,30812,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625928,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,285,2001357,30836,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578296,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,286,2001417,30913,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578319,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,287,2002053,39083,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578424,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,288,2001706,26570,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578389,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,289,2001108,44812,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578275,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,290,2001083,32919,2L2T,TEXT_YQ,2L2T,2L2T,YES,PASS,,SMART,SMART,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625946,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,291,2000410,35161,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578423,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,292,2000820,31123,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578410,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,293,2002154,39084,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625979,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,294,2000912,31133,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578420,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,295,2000853,31130,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578417,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,296,2000883,31132,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578419,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,297,2000824,31131,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578418,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,298,2001735,17228,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,SMART,SMR,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625896,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,299,2000439,17226,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578371,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,300,2001121,40170,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578470,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,301,2000980,31122,3L1T,TEXT_YQ,3L1T,3L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578409,9,9,YES,9,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,302,2002215,17230,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570625897,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,303,2001071,31121,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578408,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,304,2001012,31140,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578422,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,305,2001042,31124,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578411,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,306,2000983,31125,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578412,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,307,2002279,17235,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578379,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,308,2001643,26557,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578388,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,309,2002244,17232,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578376,7,7,YES,7,0,0,YES,,,,
JED-NTH-ABH.sln.pic.g,310,2001594,36250,2L1T,TEXT_YQ,2L1T,2L1T,YES,PASS,,NORMAL,,PASS,RMU_MODEL_DATA_VALID,1,YES,3800193660570578463,7,7,YES,7,0,0,YES,,,,
